label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
W,0.7747887372970581,0.8106499314308167,2.409340424947004e-07,0.7387197613716125,0.7580492496490479,-0.0244465451687574,0.7205535173416138,0.6530397534370422,-0.028243301436305,0.7609149813652039,0.5755749344825745,-0.0289802346378564,0.8042687177658081,0.5447704792022705,-0.0300345458090305,0.7076683640480042,0.5372976064682007,-0.0089609920978546,0.6808106303215027,0.4330759048461914,-0.0156015437096357,0.6682774424552917,0.3692454695701599,-0.0239893533289432,0.6563438773155212,0.3131076693534851,-0.0324416533112525,0.7460488677024841,0.5188009738922119,-0.0110905254259705,0.7378779053688049,0.3959904015064239,-0.0129456911236047,0.7335854768753052,0.3243575394153595,-0.0220501981675624,0.7285102605819702,0.2651469707489013,-0.0304284133017063,0.7807867527008057,0.5341953635215759,-0.0174042657017707,0.7914941310882568,0.4234659671783447,-0.0314982682466506,0.7908143997192383,0.351711630821228,-0.0516076162457466,0.7890726327896118,0.2848657369613647,-0.0671125277876854,0.8144117593765259,0.5762364268302917,-0.0255774892866611,0.819706380367279,0.5172613859176636,-0.045759979635477,0.8090072870254517,0.5548977851867676,-0.051670778542757,0.7990018129348755,0.5989136695861816,-0.0558129251003265
W,0.7750073075294495,0.8104590177536011,2.579449756012764e-07,0.7380107045173645,0.7556954026222229,-0.0246889777481555,0.7212994694709778,0.6535977721214294,-0.0289331208914518,0.761086106300354,0.576072633266449,-0.0302069894969463,0.8035113215446472,0.5455823540687561,-0.0316316038370132,0.7081179618835449,0.5372039675712585,-0.008564131334424,0.6816233396530151,0.4320816397666931,-0.0156356412917375,0.6690456867218018,0.3677610456943512,-0.0244424603879451,0.6573988199234009,0.3113764524459839,-0.0330178625881671,0.7464017868041992,0.5190247297286987,-0.0108063174411654,0.7382374405860901,0.3959860801696777,-0.0129253817722201,0.7342953085899353,0.3242846429347992,-0.0225352086126804,0.7296220064163208,0.2645782232284546,-0.0311282556504011,0.7806206941604614,0.5350661277770996,-0.0172570869326591,0.7909114956855774,0.4244647622108459,-0.0309761017560958,0.790890634059906,0.3531616628170013,-0.0509439259767532,0.7896817922592163,0.28672656416893,-0.066205196082592,0.8135839104652405,0.5783593654632568,-0.025675980374217,0.8197716474533081,0.5174345374107361,-0.0443856194615364,0.8102700114250183,0.5519160628318787,-0.0496449247002601,0.8011015057563782,0.5938979983329773,-0.0534036457538604
W,0.7743947505950928,0.8102338314056396,2.414163873254438e-07,0.7367005944252014,0.7568050026893616,-0.0250032916665077,0.7193087935447693,0.6546083688735962,-0.028771661221981,0.7597301006317139,0.5771863460540771,-0.0291376803070306,0.8026717901229858,0.5462566614151001,-0.0295488703995943,0.7077069878578186,0.5379759073257446,-0.0093068787828087,0.6801745295524597,0.4326178133487701,-0.0169000308960676,0.6669962406158447,0.3689079284667969,-0.0259309895336627,0.655095100402832,0.3119036555290222,-0.0345109589397907,0.7462350726127625,0.5206815600395203,-0.0114823207259178,0.7374909520149231,0.3967894911766052,-0.0147997634485363,0.7326853275299072,0.325069397687912,-0.0248937364667654,0.7270975112915039,0.2644214630126953,-0.0335420854389667,0.7802545428276062,0.5362433195114136,-0.0179208703339099,0.7894745469093323,0.4243896603584289,-0.0333419740200042,0.7879405617713928,0.3527182340621948,-0.0538665279746055,0.7846852540969849,0.2845015525817871,-0.0689362287521362,0.8132800459861755,0.5800527930259705,-0.0261873714625835,0.8167384266853333,0.5164552927017212,-0.0452950671315193,0.8071650266647339,0.5544704794883728,-0.0497342459857463,0.7984492778778076,0.6011795997619629,-0.0527225472033023
W,0.7738907337188721,0.8070083856582642,2.662640667949745e-07,0.7370570302009583,0.7513549327850342,-0.0237688049674034,0.7204002737998962,0.6499658226966858,-0.0275881402194499,0.7592706084251404,0.5727325081825256,-0.0285075325518846,0.8009670376777649,0.5411624312400818,-0.0298035703599452,0.7079410552978516,0.5364372730255127,-0.008356305770576,0.6813335418701172,0.4295600652694702,-0.0153894163668155,0.6684987545013428,0.3644362390041351,-0.0241011921316385,0.6565077304840088,0.3075408041477203,-0.0326013937592506,0.7452907562255859,0.5190482139587402,-0.0111150341108441,0.7377393245697021,0.3931410312652588,-0.0134448111057281,0.733837902545929,0.3201507329940796,-0.0235552787780761,0.7292135953903198,0.2598600685596466,-0.0324048586189746,0.7788289785385132,0.5347504615783691,-0.0178680215030908,0.7894259095191956,0.4202480316162109,-0.0319802984595298,0.7885346412658691,0.3470697402954101,-0.0526811704039573,0.786537230014801,0.2797919511795044,-0.0684594884514808,0.8112956285476685,0.5778292417526245,-0.0263856332749128,0.8156953454017639,0.5194372534751892,-0.0460009537637233,0.8064769506454468,0.5559152960777283,-0.0515114068984985,0.7984060645103455,0.600114107131958,-0.0552445203065872
W,0.7745338678359985,0.7994718551635742,2.8323927381279645e-07,0.7363921403884888,0.7431274652481079,-0.0250298082828521,0.7192621231079102,0.637788712978363,-0.0295812580734491,0.7570129036903381,0.5569533705711365,-0.0313210301101207,0.7974051237106323,0.524148166179657,-0.0333399139344692,0.7070497274398804,0.528116762638092,-0.0072930608876049,0.679765522480011,0.42434161901474,-0.014272310771048,0.6672128438949585,0.3593268990516662,-0.0230499990284442,0.6553567051887512,0.3025830090045929,-0.0316974185407161,0.7437223196029663,0.5113052129745483,-0.0091161727905273,0.7354475259780884,0.3888293504714966,-0.011902717873454,0.7323455810546875,0.3166849613189697,-0.0219250489026308,0.7285938262939453,0.2582790851593017,-0.0305940322577953,0.7774270176887512,0.5266499519348145,-0.0151931243017315,0.7862884402275085,0.4166321754455566,-0.0296842381358146,0.7849005460739136,0.3426450192928314,-0.050078734755516,0.7832731604576111,0.2760480344295501,-0.065602034330368,0.8100946545600891,0.5660762786865234,-0.0232209358364343,0.812582790851593,0.5112423300743103,-0.0435149706900119,0.8027205467224121,0.5486204624176025,-0.0495563447475433,0.7952359318733215,0.5918031334877014,-0.0536035224795341
W,0.7791882753372192,0.7763856649398804,3.2695911045266257e-07,0.7398865818977356,0.7100284099578857,-0.0227538309991359,0.7256451845169067,0.602098822593689,-0.02468828484416,0.7657248973846436,0.5255879759788513,-0.0247802715748548,0.8094238638877869,0.5100069046020508,-0.0247475374490022,0.7143231630325317,0.4997148811817169,0.0018928621429949,0.6881512999534607,0.3993866443634033,-0.0020381028298288,0.6758323311805725,0.3366400599479675,-0.0090361582115292,0.6652553677558899,0.2832690179347992,-0.0163377076387405,0.7500033974647522,0.4851350486278534,0.0008918600506149,0.7407501935958862,0.3708831965923309,0.0014726867666468,0.7370322942733765,0.3020029067993164,-0.0068493401631712,0.7340955138206482,0.2476283311843872,-0.014239196665585,0.7843413352966309,0.5028276443481445,-0.0047208662144839,0.7905335426330566,0.3990762829780578,-0.0145901003852486,0.7885895371437073,0.3272320032119751,-0.0340681374073028,0.787267804145813,0.2638003528118133,-0.0489368960261344,0.816725492477417,0.5441755652427673,-0.0125995818525552,0.8210958242416382,0.4895739555358886,-0.027235459536314,0.8116305470466614,0.5166465640068054,-0.0331131927669048,0.804038941860199,0.5503342151641846,-0.0375690646469593
W,0.7824662923812866,0.7613020539283752,2.91566180976588e-07,0.7459061741828918,0.7008141875267029,-0.0218077879399061,0.7317127585411072,0.6006390452384949,-0.0247031077742576,0.7728518843650818,0.5275478959083557,-0.0254016164690256,0.8143981695175171,0.4984173774719238,-0.0262827761471271,0.7198163270950317,0.4957132637500763,-0.0045977113768458,0.6964035034179688,0.3926349282264709,-0.0098577355965971,0.6851788759231567,0.3298603296279907,-0.0175144877284765,0.6749826669692993,0.2753826379776001,-0.0253598447889089,0.7556915879249573,0.4802788496017456,-0.0066128140315413,0.7496882677078247,0.3608886003494262,-0.0074592111632227,0.7478501796722412,0.291271448135376,-0.0167508590966463,0.7454780340194702,0.2337121963500976,-0.025276968255639,0.788584291934967,0.4981231987476349,-0.0125287510454654,0.7982110977172852,0.3941747844219208,-0.0235381200909614,0.8003091812133789,0.3244085311889648,-0.0429698452353477,0.8008013367652893,0.2601684331893921,-0.0581125915050506,0.8198797106742859,0.5413965582847595,-0.0202680081129074,0.8268783092498779,0.4836757183074951,-0.0355085991322994,0.8179386258125305,0.5065757036209106,-0.0409701652824878,0.8088401556015015,0.536716878414154,-0.0454296804964542
W,0.77854984998703,0.7625517845153809,2.5204897724506736e-07,0.7434741258621216,0.7090040445327759,-0.0234584007412195,0.726645290851593,0.6035565137863159,-0.0266563203185796,0.766526997089386,0.5275340676307678,-0.027286497876048,0.8086392879486084,0.5033328533172607,-0.0284787975251674,0.7154160141944885,0.4988226890563965,-0.0064993593841791,0.6909545660018921,0.3995504081249237,-0.0135430805385112,0.6792211532592773,0.3382770419120788,-0.0220498256385326,0.6683602333068848,0.2846850156784057,-0.0303198639303445,0.7517786622047424,0.4841967523097992,-0.0081805372610688,0.7450292706489563,0.367476224899292,-0.0120919281616806,0.7413807511329651,0.296849250793457,-0.0217710100114345,0.7379401922225952,0.2379818558692932,-0.0296825431287288,0.7854284644126892,0.499782383441925,-0.0139648271724581,0.7945671677589417,0.3927237093448639,-0.0293156765401363,0.7935624122619629,0.3253651857376098,-0.0481477230787277,0.7931241989135742,0.2623236179351806,-0.0616795048117637,0.8173975348472595,0.5386711359024048,-0.0215860158205032,0.8202712535858154,0.481722742319107,-0.0419819466769695,0.8112597465515137,0.5189142227172852,-0.0476638078689575,0.8055709600448608,0.5598709583282471,-0.0510029271245002
W,0.7876968383789062,0.7547406554222107,3.342343006806914e-07,0.7495126724243164,0.6898546814918518,-0.0220288503915071,0.7356287837028503,0.587688148021698,-0.024513553828001,0.7763041853904724,0.5127664804458618,-0.0249902755022048,0.8179450035095215,0.4899549186229706,-0.0254930164664983,0.7230106592178345,0.4890203773975372,-0.0018868495244532,0.7003788948059082,0.3857319951057434,-0.006293152924627,0.689310610294342,0.3227912187576294,-0.0131380856037139,0.6794612407684326,0.270652174949646,-0.0202186778187751,0.759032666683197,0.4742157459259033,-0.0026414433959871,0.7531730532646179,0.3567166924476623,-0.003059257287532,0.7507084608078003,0.2865739464759826,-0.0120328217744827,0.7484028935432434,0.2318793535232544,-0.0197701603174209,0.7925532460212708,0.4927774369716644,-0.0073557482101023,0.8010775446891785,0.3893603086471557,-0.0174773763865232,0.8026489615440369,0.3181479573249817,-0.0368359014391899,0.8036423325538635,0.2564800083637237,-0.0514613129198551,0.8233932256698608,0.5356571674346924,-0.0140014057978987,0.8324267864227295,0.4809889793395996,-0.0291075315326452,0.8260146379470825,0.4961934387683868,-0.0359182879328727,0.8192426562309265,0.518585205078125,-0.0407567471265792
W,0.7891071438789368,0.7528809905052185,2.927884850123519e-07,0.7539332509040833,0.6948978304862976,-0.0227721072733402,0.7395675182342529,0.5986106991767883,-0.0271585248410701,0.7787541747093201,0.5255427360534668,-0.029064493253827,0.8189893364906311,0.5002478957176208,-0.031072337180376,0.7254210114479065,0.495078980922699,-0.0083550317212939,0.7027003169059753,0.3890226781368255,-0.0157201010733842,0.6924112439155579,0.3252366781234741,-0.0245450250804424,0.683008074760437,0.2716591954231262,-0.0329466685652732,0.7620296478271484,0.4797723591327667,-0.0104413088411092,0.7582107186317444,0.3587882816791534,-0.0139211509376764,0.7565222978591919,0.2893940210342407,-0.0248334631323814,0.7539154291152954,0.2320225834846496,-0.0340633057057857,0.7949182391166687,0.4962977766990661,-0.0162575077265501,0.805463433265686,0.3919007182121277,-0.0289739426225423,0.8078452348709106,0.3213052749633789,-0.0488472618162632,0.8087899684906006,0.2570726275444031,-0.063906043767929,0.8261778354644775,0.5387726426124573,-0.0238740630447864,0.8349623084068298,0.4816910326480865,-0.0399101823568344,0.8270879983901978,0.5026441216468811,-0.0456498153507709,0.8192979097366333,0.5319685935974121,-0.0500229597091674
